order_key,order_id,product_key,customer_key,employee_key,shipper_key,order_date,required_date,shipped_date,shipping_timeline,unit_price,quantity,discount,sales_amount,total_order_freight,allocated_freight
1052,10647,19,61,4,2,27/08/2014,10/09/2014,03/09/2014,Shipped Early,9.2,30,0,276,45.54,19.76
1053,10647,39,61,4,2,27/08/2014,10/09/2014,03/09/2014,Shipped Early,18,20,0,360,45.54,25.78
1054,10648,22,67,5,2,28/08/2014,09/10/2014,09/09/2014,Shipped Early,21,15,0,315,14.25,12.05
1055,10648,24,67,5,2,28/08/2014,09/10/2014,09/09/2014,Shipped Early,4.5,15,0.15,57.38,14.25,2.2
1056,10649,28,50,5,3,28/08/2014,25/09/2014,29/08/2014,Shipped Early,45.6,20,0,912,6.2,3.94
1057,10649,72,50,5,3,28/08/2014,25/09/2014,29/08/2014,Shipped Early,34.8,15,0,522,6.2,2.26
1058,10650,30,21,5,3,29/08/2014,26/09/2014,03/09/2014,Shipped Early,25.89,30,0,776.7,176.81,77.19
1059,10650,53,21,5,3,29/08/2014,26/09/2014,03/09/2014,Shipped Early,32.8,25,0.05,779,176.81,77.41
1060,10650,54,21,5,3,29/08/2014,26/09/2014,03/09/2014,Shipped Early,7.45,30,0,223.5,176.81,22.21
1061,10651,19,86,8,2,01/09/2014,29/09/2014,11/09/2014,Shipped Early,9.2,12,0.25,82.8,20.6,4.29
1062,10651,22,86,8,2,01/09/2014,29/09/2014,11/09/2014,Shipped Early,21,20,0.25,315,20.6,16.31
1063,10652,30,31,4,2,01/09/2014,29/09/2014,08/09/2014,Shipped Early,25.89,2,0.25,38.84,7.14,0.87
1064,10652,42,31,4,2,01/09/2014,29/09/2014,08/09/2014,Shipped Early,14,20,0,280,7.14,6.27
1065,10653,16,25,1,1,02/09/2014,30/09/2014,19/09/2014,Shipped Early,17.45,30,0.1,471.15,93.25,40.56
1066,10653,60,25,1,1,02/09/2014,30/09/2014,19/09/2014,Shipped Early,34,20,0.1,612,93.25,52.69
1067,10654,4,5,5,1,02/09/2014,30/09/2014,11/09/2014,Shipped Early,22,12,0.1,237.6,55.26,21.82
1068,10654,39,5,5,1,02/09/2014,30/09/2014,11/09/2014,Shipped Early,18,20,0.1,324,55.26,29.75
1069,10654,54,5,5,1,02/09/2014,30/09/2014,11/09/2014,Shipped Early,7.45,6,0.1,40.23,55.26,3.69
1070,10655,41,66,1,2,03/09/2014,01/10/2014,11/09/2014,Shipped Early,9.65,20,0.2,154.4,4.41,4.41
1071,10656,14,32,6,1,04/09/2014,02/10/2014,10/09/2014,Shipped Early,23.25,3,0.1,62.78,57.15,5.94
1072,10656,44,32,6,1,04/09/2014,02/10/2014,10/09/2014,Shipped Early,19.45,28,0.1,490.14,57.15,46.36
1073,10656,47,32,6,1,04/09/2014,02/10/2014,10/09/2014,Shipped Early,9.5,6,0.1,51.3,57.15,4.85
1074,10657,15,71,2,2,04/09/2014,02/10/2014,15/09/2014,Shipped Early,15.5,50,0,775,352.69,62.53
1075,10657,41,71,2,2,04/09/2014,02/10/2014,15/09/2014,Shipped Early,9.65,24,0,231.6,352.69,18.68
1076,10657,46,71,2,2,04/09/2014,02/10/2014,15/09/2014,Shipped Early,12,45,0,540,352.69,43.57
1077,10657,47,71,2,2,04/09/2014,02/10/2014,15/09/2014,Shipped Early,9.5,10,0,95,352.69,7.66
1078,10657,56,71,2,2,04/09/2014,02/10/2014,15/09/2014,Shipped Early,38,45,0,1710,352.69,137.96
1079,10657,60,71,2,2,04/09/2014,02/10/2014,15/09/2014,Shipped Early,34,30,0,1020,352.69,82.29
1080,10658,21,63,4,1,05/09/2014,03/10/2014,08/09/2014,Shipped Early,10,60,0,600,364.15,48.94
1081,10658,40,63,4,1,05/09/2014,03/10/2014,08/09/2014,Shipped Early,18.4,70,0.05,1223.6,364.15,99.8
1082,10658,60,63,4,1,05/09/2014,03/10/2014,08/09/2014,Shipped Early,34,55,0.05,1776.5,364.15,144.9
1083,10658,77,63,4,1,05/09/2014,03/10/2014,08/09/2014,Shipped Early,13,70,0.05,864.5,364.15,70.51
1084,10659,31,62,7,2,05/09/2014,03/10/2014,10/09/2014,Shipped Early,12.5,20,0.05,237.5,105.81,20.48
1085,10659,40,62,7,2,05/09/2014,03/10/2014,10/09/2014,Shipped Early,18.4,24,0.05,419.52,105.81,36.18
1086,10659,70,62,7,2,05/09/2014,03/10/2014,10/09/2014,Shipped Early,15,40,0.05,570,105.81,49.15
1087,10660,20,36,8,1,08/09/2014,06/10/2014,15/10/2014,Shipping Delayed,81,21,0,1701,111.29,111.29
1088,10661,39,37,7,3,09/09/2014,07/10/2014,15/09/2014,Shipped Early,18,3,0.2,43.2,17.55,1.35
1089,10661,58,37,7,3,09/09/2014,07/10/2014,15/09/2014,Shipped Early,13.25,49,0.2,519.4,17.55,16.2
1090,10662,68,48,3,2,09/09/2014,07/10/2014,18/09/2014,Shipped Early,12.5,10,0,125,1.28,1.28
1091,10663,40,9,2,2,10/09/2014,24/09/2014,03/10/2014,Shipping Delayed,18.4,30,0.05,524.4,113.15,30.74
1092,10663,42,9,2,2,10/09/2014,24/09/2014,03/10/2014,Shipping Delayed,14,30,0.05,399,113.15,23.39
1093,10663,51,9,2,2,10/09/2014,24/09/2014,03/10/2014,Shipping Delayed,53,20,0.05,1007,113.15,59.03
1094,10664,10,28,1,3,10/09/2014,08/10/2014,19/09/2014,Shipped Early,31,24,0.15,632.4,1.27,0.62
1095,10664,56,28,1,3,10/09/2014,08/10/2014,19/09/2014,Shipped Early,38,12,0.15,387.6,1.27,0.38
1096,10664,65,28,1,3,10/09/2014,08/10/2014,19/09/2014,Shipped Early,21.05,15,0.15,268.39,1.27,0.26
1097,10665,51,48,1,2,11/09/2014,09/10/2014,17/09/2014,Shipped Early,53,20,0,1060,26.31,21.54
1098,10665,59,48,1,2,11/09/2014,09/10/2014,17/09/2014,Shipped Early,55,1,0,55,26.31,1.12
1099,10665,76,48,1,2,11/09/2014,09/10/2014,17/09/2014,Shipped Early,18,10,0,180,26.31,3.66
1100,10666,29,68,7,2,12/09/2014,10/10/2014,22/09/2014,Shipped Early,123.79,36,0,4456.44,232.42,221.94
1101,10666,65,68,7,2,12/09/2014,10/10/2014,22/09/2014,Shipped Early,21.05,10,0,210.5,232.42,10.48
1102,10667,69,20,7,1,12/09/2014,10/10/2014,19/09/2014,Shipped Early,36,45,0.2,1296,78.09,65.85
1103,10667,71,20,7,1,12/09/2014,10/10/2014,19/09/2014,Shipped Early,21.5,14,0.2,240.8,78.09,12.24
1104,10668,31,86,1,2,15/09/2014,13/10/2014,23/09/2014,Shipped Early,12.5,8,0.1,90,47.22,6.8
1105,10668,55,86,1,2,15/09/2014,13/10/2014,23/09/2014,Shipped Early,24,4,0.1,86.4,47.22,6.52
1106,10668,64,86,1,2,15/09/2014,13/10/2014,23/09/2014,Shipped Early,33.25,15,0.1,448.88,47.22,33.9
1107,10669,36,73,2,1,15/09/2014,13/10/2014,22/09/2014,Shipped Early,19,30,0,570,24.39,24.39
1108,10670,23,25,4,1,16/09/2014,14/10/2014,18/09/2014,Shipped Early,9,32,0,288,203.48,25.46
1109,10670,46,25,4,1,16/09/2014,14/10/2014,18/09/2014,Shipped Early,12,60,0,720,203.48,63.65
1110,10670,67,25,4,1,16/09/2014,14/10/2014,18/09/2014,Shipped Early,14,25,0,350,203.48,30.94
1111,10670,73,25,4,1,16/09/2014,14/10/2014,18/09/2014,Shipped Early,15,50,0,750,203.48,66.3
1112,10670,75,25,4,1,16/09/2014,14/10/2014,18/09/2014,Shipped Early,7.75,25,0,193.75,203.48,17.13
1113,10671,16,26,1,1,17/09/2014,15/10/2014,24/09/2014,Shipped Early,17.45,10,0,174.5,30.34,5.75
1114,10671,62,26,1,1,17/09/2014,15/10/2014,24/09/2014,Shipped Early,49.3,10,0,493,30.34,16.26
1115,10671,65,26,1,1,17/09/2014,15/10/2014,24/09/2014,Shipped Early,21.05,12,0,252.6,30.34,8.33
1116,10672,38,5,9,2,17/09/2014,01/10/2014,26/09/2014,Shipped Early,263.5,15,0.1,3557.25,95.75,89.28
1117,10672,71,5,9,2,17/09/2014,01/10/2014,26/09/2014,Shipped Early,21.5,12,0,258,95.75,6.47
1118,10673,16,90,2,1,18/09/2014,16/10/2014,19/09/2014,Shipped Early,17.45,3,0,52.35,22.76,2.89
1119,10673,42,90,2,1,18/09/2014,16/10/2014,19/09/2014,Shipped Early,14,6,0,84,22.76,4.64
1120,10673,43,90,2,1,18/09/2014,16/10/2014,19/09/2014,Shipped Early,46,6,0,276,22.76,15.23
1121,10674,23,38,4,2,18/09/2014,16/10/2014,30/09/2014,Shipped Early,9,5,0,45,0.9,0.9
1122,10675,14,25,5,2,19/09/2014,17/10/2014,23/09/2014,Shipped Early,23.25,30,0,697.5,31.85,15.61
1123,10675,53,25,5,2,19/09/2014,17/10/2014,23/09/2014,Shipped Early,32.8,10,0,328,31.85,7.34
1124,10675,58,25,5,2,19/09/2014,17/10/2014,23/09/2014,Shipped Early,13.25,30,0,397.5,31.85,8.9
1125,10676,10,80,2,2,22/09/2014,20/10/2014,29/09/2014,Shipped Early,31,2,0,62,2.01,0.23
1126,10676,19,80,2,2,22/09/2014,20/10/2014,29/09/2014,Shipped Early,9.2,7,0,64.4,2.01,0.24
1127,10676,44,80,2,2,22/09/2014,20/10/2014,29/09/2014,Shipped Early,19.45,21,0,408.45,2.01,1.53
1128,10677,26,3,1,3,22/09/2014,20/10/2014,26/09/2014,Shipped Early,31.23,30,0.15,796.37,4.03,3.95
1129,10677,33,3,1,3,22/09/2014,20/10/2014,26/09/2014,Shipped Early,2.5,8,0.15,17,4.03,0.08
1130,10678,12,71,7,3,23/09/2014,21/10/2014,16/10/2014,Shipped Early,38,100,0,3800,388.98,281.2
1131,10678,33,71,7,3,23/09/2014,21/10/2014,16/10/2014,Shipped Early,2.5,30,0,75,388.98,5.55
1132,10678,41,71,7,3,23/09/2014,21/10/2014,16/10/2014,Shipped Early,9.65,120,0,1158,388.98,85.69
1133,10678,54,71,7,3,23/09/2014,21/10/2014,16/10/2014,Shipped Early,7.45,30,0,223.5,388.98,16.54
1134,10679,59,7,8,3,23/09/2014,21/10/2014,30/09/2014,Shipped Early,55,12,0,660,27.94,27.94
1135,10680,16,55,1,1,24/09/2014,22/10/2014,26/09/2014,Shipped Early,17.45,50,0.25,654.38,26.61,13.8
1136,10680,31,55,1,1,24/09/2014,22/10/2014,26/09/2014,Shipped Early,12.5,20,0.25,187.5,26.61,3.95
1137,10680,42,55,1,1,24/09/2014,22/10/2014,26/09/2014,Shipped Early,14,40,0.25,420,26.61,8.86
1138,10681,19,32,3,3,25/09/2014,23/10/2014,30/09/2014,Shipped Early,9.2,30,0.1,248.4,76.13,14.69
1139,10681,21,32,3,3,25/09/2014,23/10/2014,30/09/2014,Shipped Early,10,12,0.1,108,76.13,6.39
1140,10681,64,32,3,3,25/09/2014,23/10/2014,30/09/2014,Shipped Early,33.25,28,0,931,76.13,55.05
1141,10682,33,3,3,2,25/09/2014,23/10/2014,01/10/2014,Shipped Early,2.5,30,0,75,36.13,7.22
1142,10682,66,3,3,2,25/09/2014,23/10/2014,01/10/2014,Shipped Early,17,4,0,68,36.13,6.54
1143,10682,75,3,3,2,25/09/2014,23/10/2014,01/10/2014,Shipped Early,7.75,30,0,232.5,36.13,22.37
1144,10683,52,18,2,1,26/09/2014,24/10/2014,01/10/2014,Shipped Early,7,9,0,63,4.4,4.4
1145,10684,40,56,3,1,26/09/2014,24/10/2014,30/09/2014,Shipped Early,18.4,20,0,368,145.63,30.31
1146,10684,47,56,3,1,26/09/2014,24/10/2014,30/09/2014,Shipped Early,9.5,40,0,380,145.63,31.3
1147,10684,60,56,3,1,26/09/2014,24/10/2014,30/09/2014,Shipped Early,34,30,0,1020,145.63,84.02
1148,10685,10,31,4,2,29/09/2014,13/10/2014,03/10/2014,Shipped Early,31,20,0,620,33.75,26.12
1149,10685,41,31,4,2,29/09/2014,13/10/2014,03/10/2014,Shipped Early,9.65,4,0,38.6,33.75,1.63
1150,10685,47,31,4,2,29/09/2014,13/10/2014,03/10/2014,Shipped Early,9.5,15,0,142.5,33.75,6
1151,10686,17,59,2,1,30/09/2014,28/10/2014,08/10/2014,Shipped Early,39,30,0.2,936,96.5,64.31
1152,10686,26,59,2,1,30/09/2014,28/10/2014,08/10/2014,Shipped Early,31.23,15,0,468.45,96.5,32.19
1153,10687,9,37,9,2,30/09/2014,28/10/2014,30/10/2014,Shipping Delayed,97,50,0.25,3637.5,296.43,217.35
1154,10687,29,37,9,2,30/09/2014,28/10/2014,30/10/2014,Shipping Delayed,123.79,10,0,1237.9,296.43,73.97
1155,10687,36,37,9,2,30/09/2014,28/10/2014,30/10/2014,Shipping Delayed,19,6,0.25,85.5,296.43,5.11
1156,10688,10,83,4,2,01/10/2014,15/10/2014,07/10/2014,Shipped Early,31,18,0.1,502.2,299.09,47.52
1157,10688,28,83,4,2,01/10/2014,15/10/2014,07/10/2014,Shipped Early,45.6,60,0.1,2462.4,299.09,233.02
1158,10688,34,83,4,2,01/10/2014,15/10/2014,07/10/2014,Shipped Early,14,14,0,196,299.09,18.55
1159,10689,1,5,1,2,01/10/2014,29/10/2014,07/10/2014,Shipped Early,18,35,0.25,472.5,13.42,13.42
1160,10690,56,34,1,1,02/10/2014,30/10/2014,03/10/2014,Shipped Early,38,20,0.25,570,15.8,10.44
1161,10690,77,34,1,1,02/10/2014,30/10/2014,03/10/2014,Shipped Early,13,30,0.25,292.5,15.8,5.36
1162,10691,1,63,2,2,03/10/2014,14/11/2014,22/10/2014,Shipped Early,18,30,0,540,810.05,43.03
1163,10691,29,63,2,2,03/10/2014,14/11/2014,22/10/2014,Shipped Early,123.79,40,0,4951.6,810.05,394.6
1164,10691,43,63,2,2,03/10/2014,14/11/2014,22/10/2014,Shipped Early,46,40,0,1840,810.05,146.63
1165,10691,44,63,2,2,03/10/2014,14/11/2014,22/10/2014,Shipped Early,19.45,24,0,466.8,810.05,37.2
1166,10691,62,63,2,2,03/10/2014,14/11/2014,22/10/2014,Shipped Early,49.3,48,0,2366.4,810.05,188.58
1167,10692,63,1,4,2,03/10/2014,31/10/2014,13/10/2014,Shipped Early,43.9,20,0,878,61.02,61.02
1168,10693,9,89,3,3,06/10/2014,20/10/2014,10/10/2014,Shipped Early,97,6,0,582,139.34,39.15
1169,10693,54,89,3,3,06/10/2014,20/10/2014,10/10/2014,Shipped Early,7.45,60,0.15,379.95,139.34,25.56
1170,10693,69,89,3,3,06/10/2014,20/10/2014,10/10/2014,Shipped Early,36,30,0.15,918,139.34,61.76
1171,10693,73,89,3,3,06/10/2014,20/10/2014,10/10/2014,Shipped Early,15,15,0.15,191.25,139.34,12.87
1172,10694,7,63,8,3,06/10/2014,03/11/2014,09/10/2014,Shipped Early,30,90,0,2700,398.36,222.92
1173,10694,59,63,8,3,06/10/2014,03/11/2014,09/10/2014,Shipped Early,55,25,0,1375,398.36,113.52
1174,10694,70,63,8,3,06/10/2014,03/11/2014,09/10/2014,Shipped Early,15,50,0,750,398.36,61.92
1175,10695,8,90,7,1,07/10/2014,18/11/2014,14/10/2014,Shipped Early,40,10,0,400,16.72,10.42
1176,10695,12,90,7,1,07/10/2014,18/11/2014,14/10/2014,Shipped Early,38,4,0,152,16.72,3.96
1177,10695,24,90,7,1,07/10/2014,18/11/2014,14/10/2014,Shipped Early,4.5,20,0,90,16.72,2.34
1178,10696,17,89,8,3,08/10/2014,19/11/2014,14/10/2014,Shipped Early,39,20,0,780,102.55,80.31
1179,10696,46,89,8,3,08/10/2014,19/11/2014,14/10/2014,Shipped Early,12,18,0,216,102.55,22.24
1180,10697,19,47,3,1,08/10/2014,05/11/2014,14/10/2014,Shipped Early,9.2,7,0.25,48.3,45.52,2.73
1181,10697,35,47,3,1,08/10/2014,05/11/2014,14/10/2014,Shipped Early,18,9,0.25,121.5,45.52,6.87
1182,10697,58,47,3,1,08/10/2014,05/11/2014,14/10/2014,Shipped Early,13.25,30,0.25,298.13,45.52,16.85
1183,10697,70,47,3,1,08/10/2014,05/11/2014,14/10/2014,Shipped Early,15,30,0.25,337.5,45.52,19.07
1184,10698,11,20,4,1,09/10/2014,06/11/2014,17/10/2014,Shipped Early,21,15,0,315,272.47,24.98
1185,10698,17,20,4,1,09/10/2014,06/11/2014,17/10/2014,Shipped Early,39,8,0.05,296.4,272.47,23.5
1186,10698,29,20,4,1,09/10/2014,06/11/2014,17/10/2014,Shipped Early,123.79,12,0.05,1411.21,272.47,111.89
1187,10698,65,20,4,1,09/10/2014,06/11/2014,17/10/2014,Shipped Early,21.05,65,0.05,1299.84,272.47,103.06
1188,10698,70,20,4,1,09/10/2014,06/11/2014,17/10/2014,Shipped Early,15,8,0.05,114,272.47,9.04
1189,10699,47,52,3,3,09/10/2014,06/11/2014,13/10/2014,Shipped Early,9.5,12,0,114,0.58,0.58
1190,10700,1,71,3,1,10/10/2014,07/11/2014,16/10/2014,Shipped Early,18,5,0.2,72,65.1,2.86
1191,10700,34,71,3,1,10/10/2014,07/11/2014,16/10/2014,Shipped Early,14,12,0.2,134.4,65.1,5.34
1192,10700,68,71,3,1,10/10/2014,07/11/2014,16/10/2014,Shipped Early,12.5,40,0.2,400,65.1,15.89
1193,10700,71,71,3,1,10/10/2014,07/11/2014,16/10/2014,Shipped Early,21.5,60,0.2,1032,65.1,41.01
1194,10701,59,37,6,3,13/10/2014,27/10/2014,15/10/2014,Shipped Early,55,42,0.15,1963.5,220.31,151.01
1195,10701,71,37,6,3,13/10/2014,27/10/2014,15/10/2014,Shipped Early,21.5,20,0.15,365.5,220.31,28.11
1196,10701,76,37,6,3,13/10/2014,27/10/2014,15/10/2014,Shipped Early,18,35,0.15,535.5,220.31,41.19
1197,10702,3,1,4,1,13/10/2014,24/11/2014,21/10/2014,Shipped Early,10,6,0,60,23.94,4.35
1198,10702,76,1,4,1,13/10/2014,24/11/2014,21/10/2014,Shipped Early,18,15,0,270,23.94,19.59
1199,10703,2,24,6,2,14/10/2014,11/11/2014,20/10/2014,Shipped Early,19,5,0,95,152.3,5.69
1200,10703,59,24,6,2,14/10/2014,11/11/2014,20/10/2014,Shipped Early,55,35,0,1925,152.3,115.2
1201,10703,73,24,6,2,14/10/2014,11/11/2014,20/10/2014,Shipped Early,15,35,0,525,152.3,31.42
1202,10704,4,62,6,1,14/10/2014,11/11/2014,07/11/2014,Shipped Early,22,6,0,132,4.78,1.06
1203,10704,24,62,6,1,14/10/2014,11/11/2014,07/11/2014,Shipped Early,4.5,35,0,157.5,4.78,1.26
1204,10704,48,62,6,1,14/10/2014,11/11/2014,07/11/2014,Shipped Early,12.75,24,0,306,4.78,2.46
1205,10705,31,35,9,2,15/10/2014,12/11/2014,18/11/2014,Shipping Delayed,12.5,20,0,250,3.52,2.33
1206,10705,32,35,9,2,15/10/2014,12/11/2014,18/11/2014,Shipping Delayed,32,4,0,128,3.52,1.19
1207,10706,16,55,8,3,16/10/2014,13/11/2014,21/10/2014,Shipped Early,17.45,20,0,349,135.63,25.01
1208,10706,43,55,8,3,16/10/2014,13/11/2014,21/10/2014,Shipped Early,46,24,0,1104,135.63,79.1
1209,10706,59,55,8,3,16/10/2014,13/11/2014,21/10/2014,Shipped Early,55,8,0,440,135.63,31.53
1210,10707,55,4,4,3,16/10/2014,30/10/2014,23/10/2014,Shipped Early,24,21,0,504,21.74,6.68
1211,10707,57,4,4,3,16/10/2014,30/10/2014,23/10/2014,Shipped Early,19.5,40,0,780,21.74,10.33
1212,10707,70,4,4,3,16/10/2014,30/10/2014,23/10/2014,Shipped Early,15,28,0.15,357,21.74,4.73
1213,10708,5,77,6,2,17/10/2014,28/11/2014,05/11/2014,Shipped Early,21.35,4,0,85.4,2.96,1.4
1214,10708,36,77,6,2,17/10/2014,28/11/2014,05/11/2014,Shipped Early,19,5,0,95,2.96,1.56
1215,10709,8,31,1,3,17/10/2014,14/11/2014,20/11/2014,Shipping Delayed,40,40,0,1600,210.8,98.5
1216,10709,51,31,1,3,17/10/2014,14/11/2014,20/11/2014,Shipping Delayed,53,28,0,1484,210.8,91.36
1217,10709,60,31,1,3,17/10/2014,14/11/2014,20/11/2014,Shipping Delayed,34,10,0,340,210.8,20.93
1218,10710,19,27,1,1,20/10/2014,17/11/2014,23/10/2014,Shipped Early,9.2,5,0,46,4.98,2.45
1219,10710,47,27,1,1,20/10/2014,17/11/2014,23/10/2014,Shipped Early,9.5,5,0,47.5,4.98,2.53
1220,10711,19,71,5,2,21/10/2014,02/12/2014,29/10/2014,Shipped Early,9.2,12,0,110.4,52.41,1.3
1221,10711,41,71,5,2,21/10/2014,02/12/2014,29/10/2014,Shipped Early,9.65,42,0,405.3,52.41,4.77
1222,10711,53,71,5,2,21/10/2014,02/12/2014,29/10/2014,Shipped Early,32.8,120,0,3936,52.41,46.34
1223,10712,53,37,3,1,21/10/2014,18/11/2014,31/10/2014,Shipped Early,32.8,3,0.05,93.48,89.93,6.82
1224,10712,56,37,3,1,21/10/2014,18/11/2014,31/10/2014,Shipped Early,38,30,0,1140,89.93,83.11
1225,10713,10,71,1,1,22/10/2014,19/11/2014,24/10/2014,Shipped Early,31,18,0,558,167.05,32.96
1226,10713,26,71,1,1,22/10/2014,19/11/2014,24/10/2014,Shipped Early,31.23,30,0,936.9,167.05,55.34
1227,10713,45,71,1,1,22/10/2014,19/11/2014,24/10/2014,Shipped Early,9.5,110,0,1045,167.05,61.73
1228,10713,46,71,1,1,22/10/2014,19/11/2014,24/10/2014,Shipped Early,12,24,0,288,167.05,17.01
1229,10714,2,71,5,3,22/10/2014,19/11/2014,27/10/2014,Shipped Early,19,30,0.25,427.5,24.49,4.75
1230,10714,17,71,5,3,22/10/2014,19/11/2014,27/10/2014,Shipped Early,39,27,0.25,789.75,24.49,8.77
1231,10714,47,71,5,3,22/10/2014,19/11/2014,27/10/2014,Shipped Early,9.5,50,0.25,356.25,24.49,3.96
1232,10714,56,71,5,3,22/10/2014,19/11/2014,27/10/2014,Shipped Early,38,18,0.25,513,24.49,5.7
1233,10714,58,71,5,3,22/10/2014,19/11/2014,27/10/2014,Shipped Early,13.25,12,0.25,119.25,24.49,1.32
1234,10715,10,9,3,1,23/10/2014,06/11/2014,29/10/2014,Shipped Early,31,21,0,651,63.2,31.75
1235,10715,71,9,3,1,23/10/2014,06/11/2014,29/10/2014,Shipped Early,21.5,30,0,645,63.2,31.45
1236,10716,21,64,4,2,24/10/2014,21/11/2014,27/10/2014,Shipped Early,10,5,0,50,22.57,1.6
1237,10716,51,64,4,2,24/10/2014,21/11/2014,27/10/2014,Shipped Early,53,7,0,371,22.57,11.86
1238,10716,61,64,4,2,24/10/2014,21/11/2014,27/10/2014,Shipped Early,28.5,10,0,285,22.57,9.11
1239,10717,21,25,1,2,24/10/2014,21/11/2014,29/10/2014,Shipped Early,10,32,0.05,304,59.25,14.17
1240,10717,54,25,1,2,24/10/2014,21/11/2014,29/10/2014,Shipped Early,7.45,15,0,111.75,59.25,5.21
1241,10717,69,25,1,2,24/10/2014,21/11/2014,29/10/2014,Shipped Early,36,25,0.05,855,59.25,39.87
1242,10718,12,39,1,3,27/10/2014,24/11/2014,29/10/2014,Shipped Early,38,36,0,1368,170.88,67.5
1243,10718,16,39,1,3,27/10/2014,24/11/2014,29/10/2014,Shipped Early,17.45,20,0,349,170.88,17.22
1244,10718,36,39,1,3,27/10/2014,24/11/2014,29/10/2014,Shipped Early,19,40,0,760,170.88,37.5
1245,10718,62,39,1,3,27/10/2014,24/11/2014,29/10/2014,Shipped Early,49.3,20,0,986,170.88,48.65
1246,10719,18,45,8,2,27/10/2014,24/11/2014,05/11/2014,Shipped Early,62.5,12,0.25,562.5,51.44,34.27
1247,10719,30,45,8,2,27/10/2014,24/11/2014,05/11/2014,Shipped Early,25.89,3,0.25,58.25,51.44,3.55
1248,10719,54,45,8,2,27/10/2014,24/11/2014,05/11/2014,Shipped Early,7.45,40,0.25,223.5,51.44,13.62
1249,10720,35,61,8,2,28/10/2014,11/11/2014,05/11/2014,Shipped Early,18,21,0,378,9.53,6.55
1250,10720,71,61,8,2,28/10/2014,11/11/2014,05/11/2014,Shipped Early,21.5,8,0,172,9.53,2.98
1251,10721,44,63,5,3,29/10/2014,26/11/2014,31/10/2014,Shipped Early,19.45,50,0.05,923.88,48.92,48.92
1252,10722,2,71,8,1,29/10/2014,10/12/2014,04/11/2014,Shipped Early,19,3,0,57,74.58,2.71
1253,10722,31,71,8,1,29/10/2014,10/12/2014,04/11/2014,Shipped Early,12.5,50,0,625,74.58,29.69
1254,10722,68,71,8,1,29/10/2014,10/12/2014,04/11/2014,Shipped Early,12.5,45,0,562.5,74.58,26.72
1255,10722,75,71,8,1,29/10/2014,10/12/2014,04/11/2014,Shipped Early,7.75,42,0,325.5,74.58,15.46
1256,10723,26,89,3,1,30/10/2014,27/11/2014,25/11/2014,Shipped Early,31.23,15,0,468.45,21.72,21.72
1257,10724,10,51,8,2,30/10/2014,11/12/2014,05/11/2014,Shipped Early,31,16,0,496,57.75,44.86
1258,10724,61,51,8,2,30/10/2014,11/12/2014,05/11/2014,Shipped Early,28.5,5,0,142.5,57.75,12.89
1259,10725,41,21,4,3,31/10/2014,28/11/2014,05/11/2014,Shipped Early,9.65,12,0,115.8,10.83,4.36
1260,10725,52,21,4,3,31/10/2014,28/11/2014,05/11/2014,Shipped Early,7,4,0,28,10.83,1.05
1261,10725,55,21,4,3,31/10/2014,28/11/2014,05/11/2014,Shipped Early,24,6,0,144,10.83,5.42
1262,10726,4,19,4,1,03/11/2014,17/11/2014,05/12/2014,Shipping Delayed,22,25,0,550,16.56,13.91
1263,10726,11,19,4,1,03/11/2014,17/11/2014,05/12/2014,Shipping Delayed,21,5,0,105,16.56,2.65
1264,10727,17,66,2,1,03/11/2014,01/12/2014,05/12/2014,Shipping Delayed,39,20,0.05,741,89.9,41.01
1265,10727,56,66,2,1,03/11/2014,01/12/2014,05/12/2014,Shipping Delayed,38,10,0.05,361,89.9,19.98
1266,10727,59,66,2,1,03/11/2014,01/12/2014,05/12/2014,Shipping Delayed,55,10,0.05,522.5,89.9,28.92
1267,10728,30,62,4,2,04/11/2014,02/12/2014,11/11/2014,Shipped Early,25.89,15,0,388.35,58.33,17.47
1268,10728,40,62,4,2,04/11/2014,02/12/2014,11/11/2014,Shipped Early,18.4,6,0,110.4,58.33,4.97
1269,10728,55,62,4,2,04/11/2014,02/12/2014,11/11/2014,Shipped Early,24,12,0,288,58.33,12.95
1270,10728,60,62,4,2,04/11/2014,02/12/2014,11/11/2014,Shipped Early,34,15,0,510,58.33,22.94
1271,10729,1,47,8,3,04/11/2014,16/12/2014,14/11/2014,Shipped Early,18,50,0,900,141.06,68.62
1272,10729,21,47,8,3,04/11/2014,16/12/2014,14/11/2014,Shipped Early,10,30,0,300,141.06,22.87
1273,10729,50,47,8,3,04/11/2014,16/12/2014,14/11/2014,Shipped Early,16.25,40,0,650,141.06,49.56
1274,10730,16,9,5,1,05/11/2014,03/12/2014,14/11/2014,Shipped Early,17.45,15,0.05,248.66,20.12,10.33
1275,10730,31,9,5,1,05/11/2014,03/12/2014,14/11/2014,Shipped Early,12.5,3,0.05,35.63,20.12,1.48
1276,10730,65,9,5,1,05/11/2014,03/12/2014,14/11/2014,Shipped Early,21.05,10,0.05,199.98,20.12,8.31
1277,10731,21,14,7,1,06/11/2014,04/12/2014,14/11/2014,Shipped Early,10,40,0.05,380,96.65,19.43
1278,10731,51,14,7,1,06/11/2014,04/12/2014,14/11/2014,Shipped Early,53,30,0.05,1510.5,96.65,77.22
1279,10732,76,9,3,1,06/11/2014,04/12/2014,07/11/2014,Shipped Early,18,20,0,360,16.97,16.97
